Usage_ID,Report_Name,Viewer_Role,Workspace,View_Date,Views
10285,Faculty Performance,Dean,Executive,2024-09-18,2
10286,Student Success & Risk,Executive,Self-Service,2024-06-24,5
10287,Student Success & Risk,Dean,Certified,2024-01-15,5
10288,Access & Equity,Faculty Analyst,Certified,2024-04-19,5
10289,Faculty Performance,Dean,Self-Service,2024-04-18,1
10290,Executive Enrolment Dashboard,Dean,Certified,2024-05-03,5
10291,Executive Enrolment Dashboard,Student Services,Executive,2024-10-31,4
10292,Executive Enrolment Dashboard,Planning Office,Certified,2024-01-18,6
10293,Access & Equity,Planning Office,Executive,2024-03-24,4
10294,Access & Equity,Faculty Analyst,Certified,2024-07-11,4
10295,Institutional Benchmark,Faculty Analyst,Self-Service,2024-07-06,5
10296,Executive Enrolment Dashboard,Student Services,Certified,2024-06-12,5
10297,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-07-28,2
10298,Access & Equity,Executive,Self-Service,2024-01-20,2
10299,Access & Equity,Student Services,Certified,2024-09-07,5
10300,Institutional Benchmark,Student Services,Certified,2024-04-22,2
10301,Institutional Benchmark,Dean,Certified,2024-11-12,1
10302,Student Success & Risk,Dean,Certified,2024-12-22,3
10303,Faculty Performance,Executive,Certified,2024-11-10,3
10304,Executive Enrolment Dashboard,Student Services,Self-Service,2024-05-29,5
10305,Executive Enrolment Dashboard,Student Services,Certified,2024-11-19,4
10306,Institutional Benchmark,Dean,Certified,2024-09-16,4
10307,Institutional Benchmark,Planning Office,Certified,2024-03-23,4
10308,Student Success & Risk,Planning Office,Executive,2024-11-09,3
10309,Faculty Performance,Dean,Executive,2024-02-27,5
10310,Student Success & Risk,Faculty Analyst,Self-Service,2024-02-23,2
10311,Faculty Performance,Student Services,Executive,2024-01-28,4
10312,Executive Enrolment Dashboard,Executive,Self-Service,2024-12-26,2
10313,Student Success & Risk,Planning Office,Certified,2024-07-23,3
10314,Institutional Benchmark,Faculty Analyst,Certified,2024-02-26,2
10315,Student Success & Risk,Student Services,Certified,2024-03-04,5
10316,Student Success & Risk,Faculty Analyst,Certified,2024-04-01,5
10317,Executive Enrolment Dashboard,Student Services,Self-Service,2024-10-12,1
10318,Institutional Benchmark,Student Services,Self-Service,2024-12-07,3
10319,Institutional Benchmark,Dean,Self-Service,2024-01-23,3
10320,Access & Equity,Dean,Certified,2024-01-18,5
10321,Access & Equity,Executive,Self-Service,2024-09-10,4
10322,Access & Equity,Executive,Certified,2024-03-21,4
10323,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-06-30,2
10324,Student Success & Risk,Dean,Executive,2024-12-16,6
10325,Institutional Benchmark,Student Services,Certified,2024-05-15,4
10326,Institutional Benchmark,Dean,Certified,2024-04-16,4
10327,Student Success & Risk,Student Services,Self-Service,2024-05-13,3
10328,Institutional Benchmark,Dean,Executive,2024-07-18,1
10329,Student Success & Risk,Student Services,Certified,2024-09-10,3
10330,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-10-22,3
10331,Executive Enrolment Dashboard,Dean,Executive,2024-06-27,1
10332,Executive Enrolment Dashboard,Planning Office,Certified,2024-02-16,2
10333,Student Success & Risk,Planning Office,Certified,2024-08-10,1
10334,Student Success & Risk,Student Services,Self-Service,2024-04-24,4
10335,Faculty Performance,Faculty Analyst,Certified,2024-11-21,4
10336,Institutional Benchmark,Student Services,Certified,2024-07-14,3
10337,Institutional Benchmark,Faculty Analyst,Executive,2024-09-05,3
10338,Faculty Performance,Executive,Self-Service,2024-08-13,1
10339,Faculty Performance,Dean,Certified,2024-10-09,6
10340,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-02-23,3
10341,Faculty Performance,Student Services,Self-Service,2024-05-21,6
10342,Student Success & Risk,Executive,Certified,2024-08-20,8
10343,Access & Equity,Student Services,Self-Service,2024-05-29,6
10344,Student Success & Risk,Planning Office,Self-Service,2024-07-15,3
10345,Faculty Performance,Planning Office,Certified,2024-02-25,4
10346,Institutional Benchmark,Dean,Executive,2024-12-29,4
10347,Student Success & Risk,Dean,Executive,2024-07-28,5
10348,Institutional Benchmark,Executive,Certified,2024-11-11,5
10349,Student Success & Risk,Planning Office,Certified,2024-02-20,2
10350,Institutional Benchmark,Faculty Analyst,Certified,2024-05-07,6
10351,Student Success & Risk,Planning Office,Certified,2024-09-13,6
10352,Institutional Benchmark,Dean,Certified,2024-01-12,2
10353,Access & Equity,Student Services,Certified,2024-01-24,3
10354,Executive Enrolment Dashboard,Executive,Certified,2024-05-05,9
10355,Student Success & Risk,Planning Office,Certified,2024-11-26,7
10356,Access & Equity,Faculty Analyst,Certified,2024-06-19,6
10357,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-04-14,2
10358,Student Success & Risk,Faculty Analyst,Certified,2024-08-08,5
10359,Access & Equity,Executive,Certified,2024-02-26,4
10360,Access & Equity,Faculty Analyst,Executive,2024-05-28,3
10361,Access & Equity,Faculty Analyst,Certified,2024-02-09,4
10362,Faculty Performance,Planning Office,Executive,2024-02-02,3
10363,Institutional Benchmark,Executive,Certified,2024-06-09,2
10364,Executive Enrolment Dashboard,Student Services,Self-Service,2024-04-17,3
10365,Institutional Benchmark,Student Services,Certified,2024-03-05,6
10366,Institutional Benchmark,Faculty Analyst,Self-Service,2024-03-16,5
10367,Institutional Benchmark,Dean,Certified,2024-02-15,7
10368,Access & Equity,Executive,Executive,2024-12-29,6
10369,Institutional Benchmark,Dean,Certified,2024-08-22,8
10370,Faculty Performance,Executive,Certified,2024-04-23,2
10371,Student Success & Risk,Executive,Certified,2024-11-03,3
10372,Access & Equity,Planning Office,Self-Service,2024-05-03,6
10373,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-10-12,4
10374,Student Success & Risk,Planning Office,Certified,2024-05-22,2
10375,Student Success & Risk,Dean,Self-Service,2024-05-16,2
10376,Student Success & Risk,Dean,Self-Service,2024-09-03,2
10377,Institutional Benchmark,Student Services,Self-Service,2024-10-14,9
10378,Institutional Benchmark,Planning Office,Self-Service,2024-03-12,2
10379,Access & Equity,Planning Office,Certified,2024-10-09,4
10380,Institutional Benchmark,Planning Office,Certified,2024-02-11,4
10381,Institutional Benchmark,Student Services,Self-Service,2024-09-20,3
10382,Institutional Benchmark,Planning Office,Certified,2024-08-08,2
10383,Access & Equity,Planning Office,Executive,2024-09-23,5
10384,Access & Equity,Planning Office,Self-Service,2024-08-30,5
10385,Faculty Performance,Planning Office,Executive,2024-02-13,2
10386,Faculty Performance,Dean,Certified,2024-10-15,2
10387,Faculty Performance,Faculty Analyst,Certified,2024-03-07,3
10388,Faculty Performance,Dean,Certified,2024-11-06,3
10389,Student Success & Risk,Planning Office,Executive,2024-09-25,7
10390,Student Success & Risk,Executive,Certified,2024-02-05,5
10391,Faculty Performance,Executive,Certified,2024-03-27,8
10392,Faculty Performance,Student Services,Certified,2024-01-26,3
10393,Executive Enrolment Dashboard,Dean,Certified,2024-10-20,5
10394,Student Success & Risk,Student Services,Certified,2024-04-09,7
10395,Executive Enrolment Dashboard,Student Services,Certified,2024-05-30,4
10396,Executive Enrolment Dashboard,Executive,Certified,2024-05-15,3
10397,Institutional Benchmark,Dean,Executive,2024-09-26,4
10398,Access & Equity,Faculty Analyst,Self-Service,2024-10-06,4
10399,Student Success & Risk,Dean,Self-Service,2024-04-10,4
10400,Faculty Performance,Student Services,Certified,2024-06-01,3
10401,Faculty Performance,Planning Office,Self-Service,2024-04-27,7
10402,Access & Equity,Student Services,Executive,2024-08-26,3
10403,Student Success & Risk,Dean,Executive,2024-01-17,4
10404,Faculty Performance,Executive,Certified,2024-05-11,4
10405,Faculty Performance,Dean,Executive,2024-09-07,2
10406,Institutional Benchmark,Faculty Analyst,Certified,2024-03-25,4
10407,Executive Enrolment Dashboard,Planning Office,Certified,2024-07-30,3
10408,Faculty Performance,Planning Office,Certified,2024-12-30,1
10409,Student Success & Risk,Student Services,Self-Service,2024-04-14,6
10410,Access & Equity,Dean,Self-Service,2024-12-02,9
10411,Institutional Benchmark,Executive,Certified,2024-04-08,4
10412,Student Success & Risk,Faculty Analyst,Self-Service,2024-02-10,4
10413,Institutional Benchmark,Student Services,Certified,2024-02-29,7
10414,Executive Enrolment Dashboard,Dean,Certified,2024-03-27,5
10415,Faculty Performance,Executive,Certified,2024-02-12,4
10416,Student Success & Risk,Dean,Certified,2024-11-03,2
10417,Access & Equity,Executive,Certified,2024-01-21,3
10418,Executive Enrolment Dashboard,Dean,Certified,2024-05-31,7
10419,Executive Enrolment Dashboard,Dean,Executive,2024-05-01,1
10420,Institutional Benchmark,Student Services,Executive,2024-06-20,6
10421,Executive Enrolment Dashboard,Dean,Certified,2024-07-29,5
10422,Student Success & Risk,Dean,Self-Service,2024-05-12,6
10423,Institutional Benchmark,Student Services,Certified,2024-10-26,2
10424,Executive Enrolment Dashboard,Student Services,Certified,2024-08-06,4
10425,Access & Equity,Planning Office,Certified,2024-11-29,1
10426,Student Success & Risk,Planning Office,Certified,2024-03-05,4
10427,Access & Equity,Student Services,Certified,2024-06-07,3
10428,Access & Equity,Faculty Analyst,Certified,2024-10-27,4
10429,Institutional Benchmark,Executive,Certified,2024-04-23,4
10430,Faculty Performance,Student Services,Executive,2024-03-14,3
10431,Institutional Benchmark,Planning Office,Executive,2024-11-06,3
10432,Student Success & Risk,Dean,Executive,2024-02-29,4
10433,Student Success & Risk,Student Services,Executive,2024-09-10,3
10434,Institutional Benchmark,Student Services,Certified,2024-08-30,5
10435,Faculty Performance,Planning Office,Self-Service,2024-04-24,4
10436,Institutional Benchmark,Planning Office,Certified,2024-10-21,6
10437,Student Success & Risk,Faculty Analyst,Executive,2024-04-13,2
10438,Faculty Performance,Planning Office,Self-Service,2024-02-17,4
10439,Student Success & Risk,Planning Office,Certified,2024-03-20,4
10440,Faculty Performance,Planning Office,Certified,2024-01-27,2
10441,Faculty Performance,Dean,Certified,2024-09-28,3
10442,Institutional Benchmark,Student Services,Certified,2024-08-20,4
10443,Institutional Benchmark,Student Services,Executive,2024-09-10,5
10444,Institutional Benchmark,Planning Office,Executive,2024-12-30,4
10445,Faculty Performance,Faculty Analyst,Certified,2024-12-12,4
10446,Faculty Performance,Planning Office,Certified,2024-05-16,5
10447,Student Success & Risk,Faculty Analyst,Certified,2024-06-01,4
10448,Access & Equity,Student Services,Executive,2024-12-09,2
10449,Institutional Benchmark,Faculty Analyst,Executive,2024-02-27,6
10450,Student Success & Risk,Faculty Analyst,Self-Service,2024-08-07,3
10451,Student Success & Risk,Executive,Self-Service,2024-01-18,4
10452,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-03-30,4
10453,Institutional Benchmark,Faculty Analyst,Certified,2024-11-25,5
10454,Student Success & Risk,Dean,Executive,2024-06-25,2
10455,Executive Enrolment Dashboard,Student Services,Certified,2024-02-13,6
10456,Institutional Benchmark,Planning Office,Certified,2024-07-21,6
10457,Faculty Performance,Executive,Certified,2024-04-19,3
10458,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-07-11,3
10459,Faculty Performance,Dean,Certified,2024-12-02,4
10460,Access & Equity,Dean,Self-Service,2024-05-07,4
10461,Access & Equity,Planning Office,Executive,2024-01-10,4
10462,Access & Equity,Planning Office,Self-Service,2024-11-14,8
10463,Access & Equity,Student Services,Self-Service,2024-04-03,6
10464,Student Success & Risk,Faculty Analyst,Certified,2024-10-28,3
10465,Access & Equity,Dean,Certified,2024-08-12,1
10466,Student Success & Risk,Executive,Certified,2024-09-14,3
10467,Student Success & Risk,Student Services,Certified,2024-08-11,2
10468,Institutional Benchmark,Faculty Analyst,Executive,2024-09-15,6
10469,Student Success & Risk,Planning Office,Executive,2024-02-05,2
10470,Student Success & Risk,Faculty Analyst,Certified,2024-09-17,3
10471,Access & Equity,Planning Office,Self-Service,2024-10-02,4
10472,Student Success & Risk,Faculty Analyst,Self-Service,2024-09-15,1
10473,Faculty Performance,Executive,Executive,2024-09-15,2
10474,Access & Equity,Student Services,Certified,2024-12-21,9
10475,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-11-21,4
10476,Access & Equity,Executive,Certified,2024-08-15,5
10477,Student Success & Risk,Dean,Certified,2024-03-28,1
10478,Faculty Performance,Executive,Certified,2024-10-29,5
10479,Access & Equity,Executive,Certified,2024-04-11,5
10480,Faculty Performance,Executive,Certified,2024-10-19,2
10481,Executive Enrolment Dashboard,Planning Office,Certified,2024-01-08,6
10482,Executive Enrolment Dashboard,Dean,Self-Service,2024-04-11,3
10483,Institutional Benchmark,Student Services,Self-Service,2024-04-22,6
10484,Institutional Benchmark,Executive,Executive,2024-07-26,2
10485,Access & Equity,Planning Office,Certified,2024-12-28,2
10486,Institutional Benchmark,Planning Office,Executive,2024-02-14,1
10487,Faculty Performance,Student Services,Self-Service,2024-01-10,7
10488,Institutional Benchmark,Faculty Analyst,Certified,2024-12-07,1
10489,Faculty Performance,Dean,Self-Service,2024-08-19,3
10490,Institutional Benchmark,Dean,Self-Service,2024-08-20,6
10491,Institutional Benchmark,Executive,Certified,2024-12-08,5
10492,Institutional Benchmark,Faculty Analyst,Self-Service,2024-06-17,3
10493,Student Success & Risk,Dean,Self-Service,2024-09-24,3
10494,Student Success & Risk,Executive,Executive,2024-08-24,1
10495,Institutional Benchmark,Faculty Analyst,Executive,2024-09-20,1
10496,Faculty Performance,Planning Office,Self-Service,2024-10-27,3
10497,Access & Equity,Executive,Self-Service,2024-03-28,4
10498,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-06-02,2
10499,Student Success & Risk,Student Services,Executive,2024-12-07,6
10500,Institutional Benchmark,Dean,Self-Service,2024-04-16,6
10501,Executive Enrolment Dashboard,Executive,Self-Service,2024-08-04,3
10502,Student Success & Risk,Planning Office,Certified,2024-06-07,5
10503,Access & Equity,Executive,Self-Service,2024-11-07,4
10504,Faculty Performance,Dean,Certified,2024-12-19,3
10505,Institutional Benchmark,Dean,Self-Service,2024-02-06,5
10506,Access & Equity,Faculty Analyst,Certified,2024-03-12,4
10507,Student Success & Risk,Planning Office,Certified,2024-04-30,3
10508,Institutional Benchmark,Faculty Analyst,Certified,2024-06-20,4
10509,Executive Enrolment Dashboard,Planning Office,Executive,2024-08-14,5
10510,Faculty Performance,Executive,Self-Service,2024-08-04,4
10511,Student Success & Risk,Executive,Certified,2024-04-04,4
10512,Faculty Performance,Faculty Analyst,Self-Service,2024-06-25,3
10513,Institutional Benchmark,Student Services,Executive,2024-03-27,4
10514,Access & Equity,Dean,Certified,2024-04-11,3
10515,Faculty Performance,Faculty Analyst,Self-Service,2024-11-19,2
10516,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-12-21,4
10517,Student Success & Risk,Executive,Executive,2024-05-06,7
10518,Executive Enrolment Dashboard,Dean,Certified,2024-03-10,2
10519,Faculty Performance,Faculty Analyst,Executive,2024-08-10,5
10520,Access & Equity,Executive,Certified,2024-09-16,5
10521,Access & Equity,Executive,Certified,2024-10-03,3
10522,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-10-24,5
10523,Institutional Benchmark,Faculty Analyst,Certified,2024-03-24,4
10524,Institutional Benchmark,Executive,Self-Service,2024-05-13,3
10525,Access & Equity,Faculty Analyst,Certified,2024-09-11,3
10526,Executive Enrolment Dashboard,Dean,Certified,2024-01-11,4
10527,Executive Enrolment Dashboard,Executive,Self-Service,2024-07-28,7
10528,Executive Enrolment Dashboard,Executive,Self-Service,2024-03-13,6
10529,Faculty Performance,Faculty Analyst,Self-Service,2024-05-19,3
10530,Institutional Benchmark,Faculty Analyst,Self-Service,2024-10-13,4
10531,Institutional Benchmark,Faculty Analyst,Executive,2024-06-07,3
10532,Faculty Performance,Dean,Self-Service,2024-06-19,3
10533,Student Success & Risk,Executive,Certified,2024-07-04,4
10534,Faculty Performance,Student Services,Certified,2024-02-19,5
10535,Executive Enrolment Dashboard,Dean,Certified,2024-09-03,4
10536,Faculty Performance,Dean,Certified,2024-12-19,2
10537,Executive Enrolment Dashboard,Executive,Executive,2024-07-26,6
10538,Access & Equity,Student Services,Self-Service,2024-02-10,6
10539,Executive Enrolment Dashboard,Executive,Certified,2024-04-21,1
10540,Institutional Benchmark,Dean,Certified,2024-07-22,4
10541,Faculty Performance,Faculty Analyst,Self-Service,2024-07-23,7
10542,Executive Enrolment Dashboard,Executive,Executive,2024-06-20,5
10543,Student Success & Risk,Executive,Certified,2024-05-06,6
10544,Access & Equity,Faculty Analyst,Certified,2024-03-06,4
10545,Student Success & Risk,Student Services,Executive,2024-09-27,6
10546,Student Success & Risk,Student Services,Executive,2024-02-03,5
10547,Student Success & Risk,Executive,Certified,2024-07-16,8
10548,Access & Equity,Faculty Analyst,Certified,2024-02-13,6
10549,Access & Equity,Executive,Self-Service,2024-09-09,3
10550,Access & Equity,Faculty Analyst,Executive,2024-06-09,7
10551,Access & Equity,Dean,Certified,2024-11-30,6
10552,Student Success & Risk,Faculty Analyst,Executive,2024-12-20,3
10553,Institutional Benchmark,Executive,Certified,2024-12-13,5
10554,Institutional Benchmark,Planning Office,Self-Service,2024-12-27,3
10555,Access & Equity,Student Services,Self-Service,2024-04-27,5
10556,Faculty Performance,Executive,Certified,2024-10-22,5
10557,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-09-18,7
10558,Faculty Performance,Faculty Analyst,Certified,2024-03-15,6
10559,Faculty Performance,Student Services,Self-Service,2024-01-14,2
10560,Faculty Performance,Executive,Certified,2024-01-05,6
10561,Institutional Benchmark,Planning Office,Self-Service,2024-10-27,5
10562,Executive Enrolment Dashboard,Dean,Self-Service,2024-07-05,6
10563,Faculty Performance,Planning Office,Self-Service,2024-07-19,5
10564,Access & Equity,Dean,Executive,2024-10-25,1
10565,Institutional Benchmark,Dean,Self-Service,2024-09-07,4
10566,Access & Equity,Executive,Self-Service,2024-06-03,4
10567,Access & Equity,Dean,Self-Service,2024-07-15,5
10568,Faculty Performance,Faculty Analyst,Self-Service,2024-03-09,2
10569,Access & Equity,Dean,Certified,2024-02-17,3
10570,Executive Enrolment Dashboard,Dean,Executive,2024-09-05,2
10571,Access & Equity,Student Services,Certified,2024-08-19,5
10572,Faculty Performance,Student Services,Self-Service,2024-04-20,3
10573,Access & Equity,Executive,Self-Service,2024-11-24,7
10574,Institutional Benchmark,Executive,Certified,2024-10-07,5
10575,Institutional Benchmark,Faculty Analyst,Certified,2024-05-15,6
10576,Institutional Benchmark,Student Services,Certified,2024-03-18,1
10577,Student Success & Risk,Planning Office,Certified,2024-08-18,2
10578,Institutional Benchmark,Executive,Executive,2024-09-11,5
10579,Institutional Benchmark,Executive,Executive,2024-06-08,5
10580,Student Success & Risk,Student Services,Certified,2024-03-01,2
10581,Institutional Benchmark,Student Services,Certified,2024-03-27,5
10582,Faculty Performance,Faculty Analyst,Executive,2024-01-01,6
10583,Institutional Benchmark,Student Services,Certified,2024-04-20,6
10584,Institutional Benchmark,Dean,Executive,2024-06-07,5
10585,Student Success & Risk,Planning Office,Certified,2024-08-21,4
10586,Faculty Performance,Dean,Self-Service,2024-03-10,2
10587,Access & Equity,Dean,Certified,2024-12-29,5
10588,Executive Enrolment Dashboard,Dean,Certified,2024-03-21,5
10589,Faculty Performance,Executive,Certified,2024-07-20,6
10590,Access & Equity,Dean,Self-Service,2024-04-02,3
10591,Faculty Performance,Executive,Certified,2024-12-27,2
10592,Access & Equity,Student Services,Self-Service,2024-03-12,2
10593,Access & Equity,Planning Office,Certified,2024-02-26,2
10594,Faculty Performance,Planning Office,Certified,2024-01-11,3
10595,Student Success & Risk,Dean,Certified,2024-05-25,5
10596,Faculty Performance,Planning Office,Certified,2024-05-27,5
10597,Faculty Performance,Executive,Certified,2024-07-26,6
10598,Access & Equity,Student Services,Certified,2024-03-31,1
10599,Executive Enrolment Dashboard,Dean,Self-Service,2024-03-27,4
10600,Access & Equity,Faculty Analyst,Executive,2024-04-18,6
10601,Institutional Benchmark,Planning Office,Self-Service,2024-10-09,3
10602,Faculty Performance,Planning Office,Certified,2024-07-23,1
10603,Faculty Performance,Dean,Certified,2024-04-06,5
10604,Student Success & Risk,Planning Office,Certified,2024-09-21,5
10605,Access & Equity,Planning Office,Certified,2024-09-25,5
10606,Student Success & Risk,Faculty Analyst,Certified,2024-09-20,4
10607,Faculty Performance,Executive,Certified,2024-04-23,2
10608,Access & Equity,Dean,Certified,2024-11-07,6
10609,Access & Equity,Dean,Certified,2024-08-06,6
10610,Institutional Benchmark,Faculty Analyst,Certified,2024-08-20,4
10611,Institutional Benchmark,Faculty Analyst,Certified,2024-04-06,4
10612,Executive Enrolment Dashboard,Executive,Certified,2024-01-07,4
10613,Institutional Benchmark,Student Services,Self-Service,2024-03-17,3
10614,Access & Equity,Dean,Certified,2024-05-07,3
10615,Institutional Benchmark,Planning Office,Certified,2024-07-02,6
10616,Executive Enrolment Dashboard,Executive,Certified,2024-04-13,2
10617,Faculty Performance,Dean,Certified,2024-03-24,2
10618,Institutional Benchmark,Executive,Self-Service,2024-10-19,3
10619,Access & Equity,Student Services,Certified,2024-03-04,2
10620,Faculty Performance,Dean,Certified,2024-08-20,5
10621,Access & Equity,Planning Office,Self-Service,2024-01-17,3
10622,Faculty Performance,Dean,Self-Service,2024-04-02,4
10623,Access & Equity,Executive,Executive,2024-10-03,7
10624,Institutional Benchmark,Student Services,Executive,2024-03-18,6
10625,Institutional Benchmark,Executive,Certified,2024-12-26,4
10626,Executive Enrolment Dashboard,Executive,Certified,2024-04-20,9
10627,Faculty Performance,Faculty Analyst,Self-Service,2024-12-07,5
10628,Executive Enrolment Dashboard,Executive,Executive,2024-11-03,4
10629,Student Success & Risk,Student Services,Self-Service,2024-03-17,3
10630,Institutional Benchmark,Planning Office,Certified,2024-08-21,5
10631,Faculty Performance,Faculty Analyst,Certified,2024-04-04,3
10632,Executive Enrolment Dashboard,Executive,Self-Service,2024-09-24,3
10633,Executive Enrolment Dashboard,Dean,Certified,2024-12-17,5
10634,Student Success & Risk,Faculty Analyst,Certified,2024-02-15,3
10635,Executive Enrolment Dashboard,Student Services,Self-Service,2024-11-21,4
10636,Access & Equity,Dean,Certified,2024-08-02,2
10637,Institutional Benchmark,Student Services,Executive,2024-11-22,5
10638,Executive Enrolment Dashboard,Dean,Executive,2024-10-02,4
10639,Executive Enrolment Dashboard,Planning Office,Certified,2024-03-08,4
10640,Student Success & Risk,Student Services,Self-Service,2024-12-06,6
10641,Access & Equity,Dean,Self-Service,2024-10-26,4
10642,Executive Enrolment Dashboard,Student Services,Certified,2024-10-12,5
10643,Institutional Benchmark,Faculty Analyst,Certified,2024-10-13,6
10644,Institutional Benchmark,Student Services,Certified,2024-05-06,3
10645,Executive Enrolment Dashboard,Student Services,Executive,2024-08-20,4
10646,Access & Equity,Dean,Certified,2024-06-30,3
10647,Institutional Benchmark,Student Services,Certified,2024-01-14,4
10648,Institutional Benchmark,Planning Office,Certified,2024-04-11,7
10649,Access & Equity,Executive,Certified,2024-05-30,6
10650,Access & Equity,Faculty Analyst,Certified,2024-11-20,3
10651,Executive Enrolment Dashboard,Dean,Certified,2024-06-28,2
10652,Faculty Performance,Student Services,Certified,2024-06-26,7
10653,Student Success & Risk,Student Services,Self-Service,2024-07-31,8
10654,Faculty Performance,Student Services,Self-Service,2024-02-02,7
10655,Faculty Performance,Faculty Analyst,Self-Service,2024-01-09,2
10656,Institutional Benchmark,Executive,Certified,2024-12-16,2
10657,Access & Equity,Planning Office,Self-Service,2024-09-20,3
10658,Institutional Benchmark,Planning Office,Certified,2024-07-21,6
10659,Student Success & Risk,Dean,Certified,2024-09-19,1
10660,Executive Enrolment Dashboard,Executive,Certified,2024-05-28,3
10661,Student Success & Risk,Executive,Certified,2024-04-01,8
10662,Institutional Benchmark,Faculty Analyst,Certified,2024-02-22,2
10663,Institutional Benchmark,Student Services,Certified,2024-01-15,5
10664,Institutional Benchmark,Executive,Certified,2024-02-21,7
10665,Institutional Benchmark,Student Services,Certified,2024-07-18,7
10666,Faculty Performance,Faculty Analyst,Certified,2024-02-06,2
10667,Executive Enrolment Dashboard,Dean,Executive,2024-12-12,3
10668,Faculty Performance,Dean,Self-Service,2024-03-19,6
10669,Institutional Benchmark,Student Services,Executive,2024-11-12,3
10670,Access & Equity,Student Services,Self-Service,2024-05-29,3
10671,Faculty Performance,Executive,Certified,2024-02-05,4
10672,Institutional Benchmark,Faculty Analyst,Executive,2024-04-03,4
10673,Institutional Benchmark,Dean,Executive,2024-12-18,4
10674,Executive Enrolment Dashboard,Executive,Certified,2024-07-09,4
10675,Student Success & Risk,Planning Office,Certified,2024-06-14,3
10676,Faculty Performance,Executive,Certified,2024-02-09,5
10677,Faculty Performance,Student Services,Self-Service,2024-03-04,4
10678,Faculty Performance,Planning Office,Certified,2024-07-02,4
10679,Institutional Benchmark,Executive,Self-Service,2024-09-26,2
10680,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-05-09,4
10681,Institutional Benchmark,Dean,Certified,2024-08-26,5
10682,Institutional Benchmark,Planning Office,Self-Service,2024-10-01,2
10683,Access & Equity,Faculty Analyst,Self-Service,2024-03-18,8
10684,Executive Enrolment Dashboard,Executive,Certified,2024-11-22,7
10685,Faculty Performance,Student Services,Certified,2024-05-04,4
10686,Student Success & Risk,Student Services,Self-Service,2024-01-09,3
10687,Faculty Performance,Faculty Analyst,Certified,2024-10-15,3
10688,Institutional Benchmark,Student Services,Self-Service,2024-05-06,2
10689,Executive Enrolment Dashboard,Dean,Certified,2024-08-03,7
10690,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-04-25,5
10691,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-11-12,5
10692,Access & Equity,Student Services,Certified,2024-04-15,3
10693,Faculty Performance,Faculty Analyst,Certified,2024-07-31,3
10694,Access & Equity,Executive,Self-Service,2024-02-13,5
10695,Student Success & Risk,Planning Office,Self-Service,2024-03-05,4
10696,Institutional Benchmark,Planning Office,Certified,2024-03-25,3
10697,Access & Equity,Student Services,Executive,2024-02-26,3
10698,Access & Equity,Dean,Certified,2024-08-19,5
10699,Institutional Benchmark,Dean,Self-Service,2024-10-06,3
10700,Executive Enrolment Dashboard,Student Services,Certified,2024-04-11,7
10701,Institutional Benchmark,Student Services,Certified,2024-06-20,4
10702,Faculty Performance,Faculty Analyst,Self-Service,2024-04-14,8
10703,Institutional Benchmark,Dean,Self-Service,2024-01-06,3
10704,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-02-03,6
10705,Institutional Benchmark,Student Services,Certified,2024-01-27,6
10706,Access & Equity,Planning Office,Executive,2024-01-18,4
10707,Student Success & Risk,Planning Office,Certified,2024-01-05,4
10708,Access & Equity,Dean,Certified,2024-04-27,3
10709,Student Success & Risk,Planning Office,Executive,2024-04-05,3
10710,Institutional Benchmark,Faculty Analyst,Certified,2024-07-31,4
10711,Faculty Performance,Faculty Analyst,Certified,2024-09-11,1
10712,Institutional Benchmark,Dean,Executive,2024-02-13,5
10713,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-12-19,3
10714,Institutional Benchmark,Student Services,Self-Service,2024-04-02,4
10715,Student Success & Risk,Dean,Certified,2024-09-03,8
10716,Access & Equity,Planning Office,Certified,2024-09-17,4
10717,Faculty Performance,Student Services,Certified,2024-11-12,3
10718,Institutional Benchmark,Dean,Certified,2024-09-07,5
10719,Institutional Benchmark,Planning Office,Certified,2024-08-29,3
10720,Access & Equity,Planning Office,Certified,2024-12-13,5
10721,Faculty Performance,Planning Office,Certified,2024-05-13,1
10722,Institutional Benchmark,Planning Office,Certified,2024-03-15,4
10723,Institutional Benchmark,Planning Office,Self-Service,2024-10-21,3
10724,Student Success & Risk,Dean,Certified,2024-08-27,4
10725,Student Success & Risk,Faculty Analyst,Executive,2024-05-15,5
